,id,lat,lon,slno,closest_coords
287,287,37.22368481,-80.42954282,287,['GH060042.MP4-moviepy-20240508_135052/frame_1686346927_37.2236961_-80.4295387.jpg']
288,288,37.22019736,-80.42700369,288,['GH010041.MP4-moviepy-20240508_115522/frame_1686338162_37.2201774_-80.4269858.jpg']
289,289,37.21489638,-80.41858736,289,['GH060041.MP4-moviepy-20240508_134034/frame_1686340991_37.2149325_-80.4185396.jpg']
290,290,37.22010151,-80.41929252,290,[None]
291,291,37.21906971,-80.4164903,291,[None]
292,292,37.22542269,-80.42032612,292,['GH100041.MP4-moviepy-20240508_144629/frame_1686343107_37.2254563_-80.4203289.jpg']
293,293,37.2250408,-80.41951745,293,['GH100041.MP4-moviepy-20240508_144629/frame_1686342966_37.2250394_-80.4195241.jpg']
294,294,37.22471043,-80.42056818,294,['GH110041.MP4-moviepy-20240508_145708/frame_1686343176_37.2247127_-80.4205668.jpg']
295,295,37.22743638,-80.4385888,295,['GH050042.MP4-moviepy-20240508_133005/frame_1686346341_37.2274224_-80.4385187.jpg']
296,296,37.22338594,-80.42406014,296,['GH080042.MP4-moviepy-20240508_143302/frame_1686347652_37.2233909_-80.424038.jpg']
297,297,37.23126229,-80.41686701,297,['GH030041.MP4-moviepy-20240508_123536/frame_1686339262_37.2312741_-80.4168756.jpg']
298,298,37.22076647,-80.42752298,298,['GH010041.MP4-moviepy-20240508_115522/frame_1686338089_37.2209023_-80.4276583.jpg']
299,299,37.22500296,-80.42007048,299,['GH100041.MP4-moviepy-20240508_144629/frame_1686343019_37.2249973_-80.4200836.jpg']
